ingredient,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g
silan_silonia_silondia,151.29,22.72,0,6.68,0
silk_fish_beryx_sp,97.51,20.65,0,1.53,0
silver_carp_hypophthalmichthys_molitrix,132.65,21.71,0,5.17,0
sole_fish_cynoglossus_arel,87.71,19.05,0,1.18,0
stingray_dasyatis_pastinaca,97.51,23.98,0,0.68,0
tarlava_drepane_punctata,98.95,21.72,0,1.2,0
tholam_plectorhinchus_schotaf,103.25,20.78,0,2.13,0
tilapia_oreochromis_niloticus,83.41,18.48,0,1.08,0
tuna_euthynnus_affinis,112.33,24.5,0,1.44,0
tuna_striped_katsuwonus_pelamis,96.32,21.28,0,1.12,0
valava_chirocentrus_nudus,97.99,21.8,0,1.06,0
vanjaram_scomberomorus_commerson_,136.23,22.28,0,5.18,0
vela_meen_aprion_virescens,128.34,22.16,0,4.34,0
vora_siganus_javus,100.86,20.14,0,2.14,0
whale_shark_galeocerdo_cuvier,95.84,21.83,0,0.82,0
xiphinis_xiphias_gladius,88.43,19.82,0,0.88,0
eggs_cat_fish_ompok_bimaculatus,143.4,24.68,0,5.28,0
air,89,15.9,3.5,1.3,0
bacha,147,18.1,6.1,5.6,0
bam,100,16.1,6.9,0.9,0
baspata_machli,112,18.2,0,4.4,0
bata_small_varieties,89,14.3,2.2,2.5,0
beley,75,14.5,2.9,0.6,0
bhagon_fresh,154,14.8,3.8,8.8,0
bhagon_dried,274,61.5,1.8,2.3,0
bhangan_bata,144,19.4,6.7,4.4,0
bhekti_fresh,79,14.9,3,0.8,0
bhekti_dried,266,60.2,1.8,2,0
bhola,86,15.2,3.7,1.1,0
big_jawed_jumper,130,19.4,0.1,5.8,0
boal,116,15.4,7.6,2.7,0
blue_mussel,72,9.9,3.6,2,0
chela,103,14.6,1.5,4.3,0
chela_dried,413,64.8,0.1,17,0
chingai_small_dried,292,62.4,1.9,3.9,0
chingai_goda_dried,287,60,4.6,3.2,0
chital,108,18.6,3.1,2.3,0
crab_muscle,59,8.9,3.3,1.1,0
crab_small,169,11.2,9.1,9.8,0
folui,109,19,3.7,1,0
ghol,82,18.4,0,0.9,0
goggler,93,18.7,1,1.6,0
hearing_indian,119,20.3,2.2,3.2,0
hearing_oxeyed,106,20.7,0.8,2.2,0
horse_mackerel,99,21.2,0,1.6,0
indian_whiting,89,19.2,1.6,0.6,0
jew_fish_kora,83,18.8,0.2,0.8,0
jew_fish_pallikora,100,20,0,2.2,0
kalabasu,76,14.7,2,1,0
katla,111,19.5,2.9,2.4,0
khorsula,117,16.3,1.5,5.1,0
khoyra_fresh,120,18,5.2,3,0
khoyra_dried,296,58.9,1.2,6.2,0
koi,156,14.8,4.4,8.8,0
koocha_machli,92,18.7,2.4,0.8,0
lata,97,19.4,3.4,0.6,0
magur,86,15,4.2,1,0
mahasole,126,25.2,1,2.3,0
mandeli_dried,259,52.5,0,5.4,0
mrigal,98,19.5,3.2,0.8,0
mushi_dried,312,67,0,4.9,0
mussel_fresh_water,81,14.5,2.1,1.6,0
mutijella_dried,288,63.6,3,2.4,0
oil_sardine,97,19.6,0.1,2,0
pabda,114,19.2,4.6,2.1,0
parsey_dried,312,65,3,4.4,0
puti,106,18.1,3.1,2.4,0
ravas,112,22.2,3.3,1.1,0
ray,97,20.9,2.1,0.5,0
ribbon_fish_fresh,104,18.1,0.6,3.2,0
ribbon_fish_dried,383,76.1,0,8.7,0
sarputi,161,16.5,2.3,9.5,0
shrimp_small_dried,349,68.1,0,8.5,0
seer,126,22.5,0,4,0
silver_belly,91,19.2,0,1.6,0
singhala,167,20.9,13.9,3.1,0
singhi,124,22.8,6.9,0.6,0
sole_malahar,120,19.5,0,4.7,0
surmai_fresh,92,19.9,0,1.4,0
surmai_dried,210,38.6,0,6.2,0
tapra_dried_,334,62.3,1,9,0
tapsi_dried,343,58.5,0,12.1,0
tartoor,79,18.2,1.2,0.2,0
tengra_fresh,144,19.2,2.3,6.4,0
tengra_dried,255,54.9,0,3.9,0
tunny,113,23.8,0.9,1.6,0
white_bait,81,14.5,2.5,1.4,0
crab_menippe_mercenaria,81.98,10.23,0,1.41,0
crab_sea_portunus_sanguinolentus,67.64,15.36,0,0.6,0
lobster_brown_thenus_orientalis,69.79,15.96,0,0.56,0
lobster_king_size_thenus_orientalis,89.63,18.54,0,0.78,0
mud_crab_scylla_tranquebarica,45.41,10,0,0.55,0
oyster_crassostrea_sp,60.23,9.51,2.7,2.44,0
tiger_prawns_brown_solenocera_crassicornis,65.25,14.85,0,0.56,0
tiger_prawns_orange_penaeus_monodon,64.53,14.25,0,0.74,0
clam_green_shell_perna_viridis_,58.08,12.14,0,0.98,0
clam_white_shell_ribbed_meretrix_meretrix,59.75,11.82,0,1.34,0
octopus_octopus_vulgaris,79.83,14.71,0,1.12,0
squid_black_loligo_sp,80.07,16.1,0,1.07,0
squid_hard_shell_sepia_pharaonis,76.48,16.82,0,0.93,0
squid_red_loligo_duvaucelii,78.63,16.25,0,1.44,0
squid_white_small_uroteuthis_duvauceli_,84.37,17.41,0,1.15,0
cat_fish_tandanus_tandanus,123.8,15.86,0,6.24,0
catla_catla_catla,94.17,17.94,0,2.15,0
freshwater_eel_anguilla_anguilla,107.79,20.41,0,2.63,0
gold_fish_carassius_auratus,94.64,16.91,0,2.94,0
pangas_pangasianodon_hypophthalmus,203.63,17.12,0,16.77,0
rohu_labeo_rohita,102.29,19.71,0,2.39,0
crab_pachygrapsus_sp,78.15,13.23,0,0.89,0
prawns_big_macrobrachium_rosenbergii,90.82,19.24,0,0.52,0
prawns_small_macrobrachium_sp,70.98,13.07,0,0.78,0
tiger_prawns_macrobrachium_sp,67.88,14.24,0,0.66,0
butter,729,0,0,81,0
ghee_cow,900,0,0,100,0
ghee_buffalo,900,0,0,100,0
hydrogenated_oil_fortified,900,0,0,100,0
cooking_oil_groundnut_gingerly_palmolein_mustard_coconut_etc,900,0,0,100,0
butter_salted,744,0.6,0.6,82.2,0
butter_unsalted,744,0.6,0.6,82.2,0
oil_olive,899,0,0,99.9,0
margarine,714,0,0,78.57,0
ghee_butter,878,0.1,0,97.6,0
oil_coconut,899,0,0,99.9,0
oil_sunflower,899,0,0,99.9,0
oil_sesame,898,0.2,0,99.7,0
oil_mustard,884,0,0,100,0
biscuits_digestive_plain,463,6.2,65.6,21.3,3.8
bread_brown_average,207,7.9,42.1,2,5
bread_brown_toasted,266,10.1,54,2.6,6.4
cream_of_tartar,239,0,0,0,0
hot_dog_buns,245,9.43,45.28,2.83,1.9
white_hamburger_buns,256,9.3,48.84,3.49,2.3
whole_wheat_hamburger_buns,245,11.32,45.28,3.77,5.7
wafers_plain_ice_cream_wafers_not_filled,368,10.5,79.7,3,3.4
bread_white_average,236,8.7,48.7,2.1,2.9
apple_juice_clear_ambient_and_chilled,37,0.1,9.7,0,0
cocoa_powder,312,18.5,11.5,21.7,0
coffee_powder_instant,75,14.6,4.5,0,0
cola,41,0,10.9,0,0
drinking_chocolate_powder,377,6.4,79.7,5.8,0
energy_drink_carbonated,42,0,11.1,0,0
fruit_cocktail_canned_in_syrup_whole_contents,57,0.4,14.8,0,0
fruit_juice_drinksquash_diluted,7,0,1.8,0,0
fruit_juice_drinksquash_undiluted,34,0.1,8.9,0,0
pineapple_juice_unsweetened,41,0.3,10.5,0.1,0
tea_black_infusion_average,0,0.1,0,0,0
tea_green_infusion,0,0.1,0,0,0
jelly_made_with_water,61,1.2,15.1,0,0
marmalade,261,0.1,69.5,0,0.5
jam,200,0,50,0,0
strawberry_jam,225,0,60,0,0
sauces_indian_cook_in_other,67,1.4,8.7,3.2,2.5
soy_sauce_light_and_dark_varieties,79,3,17.9,0,0
tomato_ketchup,115,1.6,28.6,0.1,0.9
tomato_puree,67,4.4,12.9,0.2,4.7
tomato_sauce_homemade,89,2.2,8.6,5.5,0
white_sauce_savoury_made_with_whole_milk_homemade,158,4.4,11.6,10.8,0.3
worcestershire_sauce,113,1.4,28.3,0.1,0
dips_sourcream_based_assorted_flavours,360,2.9,4,37,0
dressing_thousand_island,210,0.7,15.9,16.4,0.4
dressing_french,335,0.3,11.7,32.2,0.5
mint_sauce_homemade,85,0.8,19.4,0.1,0
pizza_base_raw,290,7.8,57.5,4.8,2.5
mustard_sauce,643,3.57,3.57,71.43,0
dijon_mustard_dijon,100,0,0,0,0
cajun_seasoning_cajun,0,0,0,0,0
creamed_corn,159,3.54,17.7,7.96,1.8
hot_tea_garam_chai,16.14,0.39,2.58,0.53,0
instant_coffee,23.16,0.64,3.65,0.75,0
espreso_coffee,51.54,1.75,6.62,2.14,0
iced_tea,10.34,0.03,2.7,0.01,0
raw_mango_drink_aam_panna,35.92,0.16,9.05,0.03,0.61
fruit_punch_with_fresh_juices,36.12,0.14,9.38,0.03,0.06
fruit_punch_with_squashes,23.13,0.07,5.99,0.02,0.17
lemonade,20.8,0.03,5.48,0.01,0.02
lemogin,21.52,0.08,5.55,0.03,0.13
cumin_infused_water_jeerezeere_ka_pani,9.09,0.17,1.86,0.11,0.46
coco_pine_cooler,32.75,0.56,5.72,1,0.26
summer_cooler,22.43,0.37,5.43,0.04,0.2
hot_cocoa,90.1,3.36,9.23,4.56,0
cold_coffee_with_ice_cream,67.85,1.57,11.24,2.11,0.01
banana_milkshake_kele_milkshake,65.31,1.84,9.15,2.37,0.26
mango_milkshake_aam_milkshake,56.9,1.73,7.23,2.35,0.26
pineapple_milkshake_ananas_milkshake,55.72,1.66,7.62,2.23,0
orange_milkshake_narangi_milkshake,57.42,1.86,7.11,2.52,0
egg_nog,97.14,4.78,8.15,5.11,0.02
sweet_lassi_meethi_lassi,35.66,1.29,6.51,0.68,0
lassi_salted,18.84,1.35,1.86,0.72,0.02
cheese_and_chilli_sandwich,218.11,6.8,27.4,9.78,2.08
egg_sandwich_ande_ka_sandwich,285.96,8.69,29.16,15.8,1.88
cucumber_sandwich_kheere_ka_sandwich,188.6,4.8,25.77,8,2.45
cheese_and_pineapple_sandwich_cheese_aur_ananas_ka_sandwich,257.71,8.2,29.1,12.8,2.33
cheese_and_tomato_sandwich_cheese_aur_tamatar_ke_sandwich,243.32,7.92,26.92,12.27,1.97
chicken_sandwich,253.27,13.12,25.38,11.75,1.64
peanut_and_tomato_sandwich_moongfali_aur_tamatar_ka_sandwich,291.43,9.53,28.54,16.14,4.03
rainbow_sandwich,272.75,7.75,34.26,12.54,2.1
club_sandwich,235.32,7.31,18.51,15.12,1.81
vegetarian_club_sandwich,198.33,5.45,19.68,11.33,2.06
pin_wheel_sandwich,311.52,8.77,14,24.93,0.93
carrot_apple_sandwich_gajar_aur_seb_ka_sandwich,214.11,5.3,29.04,9.12,3.66
salami_sandwich,255.59,8.7,21.54,15.51,1.97
vegetable_and_mayonnaise_sandwich,244.26,4.47,23.2,15.4,2.35
egg_and_tomato_sandwich_ande_aur_tamatar_ka_sandwich,222.11,7.66,25.9,10.51,1.77
sweet_open_sandwich,244.25,4.99,39.24,8.15,2.36
mushroom_and_cheese_sandwich_toasted,227.42,7.79,21.01,13.01,2.28
cheese_and_tomato_sandwich_toasted_cheese_aur_tamatar_ke_sandwich_toasted,224.58,6.82,21.42,12.95,1.78
pea_potato_sandwich_toasted_matar_aloo_ka_sandwich,164.9,4.6,25.17,5.43,2.89
paneer_pea_sandwich_toasted_paneer_matar_ka_sandwich,249.56,12.4,24.05,11.98,2.12
chicken_sandwich_toasted,167.37,12.08,18.82,5.32,1.64
pea_keema_sandwich_toasted_matar_aur_keema_ka_sandwich,171.78,11.06,20.26,5.61,2.45
classic_club_sandwich,200.83,6.74,18.49,11.56,1.62
sesame_toast,495.19,1.9,11.15,49.38,1.32
cracked_wheat_porridge_meetha_daliya,81.57,2.64,8.87,4.08,0.62
semolina_porridge_sujirava_daliya,100.89,3.75,12.39,4.08,0.7
oatmeal_porridge,72.85,2.6,8.77,3.22,0.39
cornflakes_with_milk,117.33,3.59,14.95,5.12,0.78
rice_flakes_chiwdaaval,112.44,3.62,15.57,3.99,0.37
wheat_flakes,112.44,3.62,15.57,3.99,0.37
murmura_puffed_rice,113.32,3.62,15.67,4.04,0.28
puffed_wheat_murmuremoori,113.32,3.62,15.67,4.04,0.28
boiled_egg_ubla_anda,45.35,4.43,0.12,3.04,0.11
fried_egg,223.67,11.59,0.31,19.62,0.29
poached_egg,123.87,11.98,0.37,8.19,0.3
scrambled_egg_ande_ki_bhurji,155.97,10.29,1.35,12.21,0.24
baked_egg,218.85,11.88,15.42,12.65,1.03
plain_omeletteomlet,272.41,9.66,0.64,25.74,0.12
stuffed_egg_omeletteomlet,203.51,8.6,2.3,17.77,0.75
pancake,203.36,5.68,20.49,10.82,0.65
keema_pancake,176.27,9.01,9.56,11.25,0.84
vegetable_pancake,125.18,3.87,12.24,6.57,2.48
jam_and_fruit_pancake,162.02,3.79,20.73,7.01,1.21
khoa_and_coconut_pancake,271.98,6.98,27.32,15.29,1.65
brown_stock,21.32,1.95,0.25,1.38,0.09
vegetable_stock,17.6,0.3,0.96,1.38,0.38
chicken_stock,29.88,3.69,0.37,1.51,0.1
clear_tomato_soup_tamatar_ka_soup,80.07,4.79,3.45,12.22,1.96
lentil_soup,31.17,9.65,3.94,11.68,2.57
chicken_consomme_clear_chicken_soup,47.94,11.47,1.19,12.02,1.57
cream_of_tomato_soup,97.81,4.61,3.93,13.12,1.38
cream_of_green_peas_soup,127.84,7.13,6.75,14.78,2.95
cream_of_spinach_soup,100.54,5.21,3.45,13.31,1.74
cream_of_mixed_vegetable_soup,59.65,6.84,4.93,9.05,2.14
cream_of_mushroom_soup,117.28,6.64,3.74,15.5,1.34
chicken_sweet_corn_soup,28.32,14.48,1.63,12.59,0.47
minestrone_soup,42.66,9.3,3.71,11.09,1.92
egg_drop_soup,26.64,12.93,1.1,13.52,0.81
chinese_cabbage_and_meat_ball_soup,484.31,5.21,1.43,56.57,0.57
french_onion_soup,55.61,11.41,4.28,14.39,1.01
hot_and_sour_soup,31.51,3.12,1.78,1.31,0.6
talaumein_soup,35.63,10.12,4.17,12.78,1.94
cold_cucumber_soup_thanda_kheere_ka_soup,48.03,2.99,4.58,1.99,0.88
cold_summer_garden_soup,49.19,8.57,2.65,14.08,1.86
chapatiroti,202.31,5.88,35.65,3.56,6.31
plain_paranthaparatha,298.3,5.06,30.69,16.86,5.43
potato_paranthaparatha_aloo_ka_paranthaparatha,205.04,3.7,23.92,10.22,4.18
radish_paranthaparatha_mooli_ka_paranthaparatha,183.52,3.3,20.54,9.53,4.32
cauliflower_paranthaparatha_phoolgobhi_ka_paranthaparatha,178.07,3.73,18.84,9.47,4.68
dal_paranthaparatha,268.24,6.78,30.03,13.05,6.46
sprouted_moong_paranthaparatha,228.59,4.29,24.31,12.43,4.49
pea_paranthaparatha_matar_ka_paranthaparatha,190.73,5.59,21.51,8.8,5.61
keema_paranthaparatha,238.09,9.41,18.36,13.91,3.44
paneer_paranthaparatha,262.97,7.98,24.33,14.62,4
besan_and_spinach_paranthaparatha_besan_aur_palak_ka_paranthaparatha,216.49,5.54,21.39,12.09,4.39
poori,737.63,1.35,8.22,77.61,1.46
spinach_poori_palak_poori,684.25,1.42,7.76,71.86,1.55
methi_poori,710.02,1.45,7.98,74.6,1.61
dal_stuffed_poori,785.16,2.08,10.14,81.69,1.96
potato_stuffed_poori_aloo_ki_poori,776.74,1.52,9.4,81.35,1.64
tandoori_paranthaparatha,295.37,5.08,30.74,16.51,5.44
boiled_rice_uble_chawal,117.19,2.6,25.72,0.18,1.25
plain_pulao,140.21,2.34,21.82,4.62,1.69
mixed_vegetable_pulao,113.05,2.72,17.49,3.33,2.67
mushroom_pulao,124.29,2.52,19.02,4.03,1.88
sprouted_moong_pulao,112.97,2.19,17.49,3.61,1.78
paneer_pulao,581.91,1.98,8.76,59.81,0.62
peanut_pulao,193.28,5.32,21.18,9.51,2.9
navratan_pulao,261.71,6.2,36.98,9.45,3.82
green_chickpeas_pulao_choliya_pulaohare_chane_ka_pulao,173.43,4.88,27.57,4.82,3.15
mutton_biryanibiriyani,190.76,7.38,22.5,7.72,2.42
vegetable_biryanibiriyani,174.61,3.16,18.56,9.51,3.31
lemon_rice_pulihora_elumichai_sadam_chitranna,176.3,4.26,21.62,7.88,2.52
sweet_rice_meethe_chawal,215.41,2.1,42.59,4.57,1.13
curd_rice_dahi_bhaatdahi_chawal_perugu_annamdaddojanamthayir_saadam,195.74,5.75,32.93,4.32,2.13
tamarind_rice_chintapandu_pulihorapuliyodharaipuli_sadamhuli_anna,373.04,7.45,65.08,8.53,5.12
spanish_rice,164.24,4.19,31.1,2.23,2.78
chinese_fried_rice,120.58,4.05,13.4,5.43,2.31
macroni_cheese_pie,170.63,5.85,21.1,7.48,0.4
vegetable_chowmein,129.71,3.07,15.44,6.36,1.86
chicken_chowmein,151.33,6.33,13.3,8.23,1.64
cheese_noodle_ring,133.67,6.22,13.96,6.12,1.27
spaghetti_and_cheese_balls_in_tomato_sauce,508.32,2.41,7.82,52.08,0.59
penne_platter,177.4,5.04,20.87,8.71,1.09
pasta_hot_pot,125.17,5.84,11.6,6.47,0.8
chicken_lasagne,187.49,10.45,13.9,10.36,0.11
fettuccine_with_spinach_sauce,129.21,3.1,12.19,7.83,0.77
naan,286.45,8.05,51.75,4.99,1.91
bhatura,793.2,1.63,10.73,82.56,0.38
idli,137.54,4.64,28.18,0.33,2.31
masala_dosa,164.58,3.29,19.57,7.84,2.52
semolina_dosa_sujirava_dosa,227.05,7.3,32.84,7.12,4.04
onion_tomato_uttapam,462.02,1.91,11.32,45.3,1.26
paneer_kaathi_roll,285.94,6.92,20.1,19.55,2.4
makki_ki_roti,263.97,3.49,24.19,16.85,5.19
washed_moong_dal_dhuli_moong_ki_dal,50,2.68,5.91,1.68,1.17
washed_urad_dal_dhuli_urad_ki_dal,61.32,2.51,5.84,2.98,1.53
split_bengal_gram_with_bottle_gourd_channa_dal_with_ghiyalauki,73.25,2.79,7.1,3.6,2.72
dry_washed_urad,124.71,6.85,15.66,3.5,4.06
mixed_dal,61.93,2.51,5.79,3.1,1.62
whole_moong_moong_ki_dal,53.7,2.25,5.22,2.56,2.02
whole_masoor_masoor_ki_dal,54.05,2.28,5.37,2.52,1.98
whole_moth_moth_ki_dal,55,2.01,5.74,2.62,1.85
whole_urad_urad_ki_dal,53.8,2.21,5.05,2.62,2.32
moti_mahal_dal_urad_rajmah_mix_dal,103.13,3.93,8.74,5.66,3.38
black_channa_currybengal_gram_curry_kale_chane_ki_curry,140.68,5.67,14.11,6.61,7.99
chickpeas_curry_safed_channa_curry,163.43,6.1,19.98,6.84,4.73
lobia_curry,148.99,6.06,17.88,5.62,4.57
soyabean_curry,163.28,10.43,6.76,10.19,7.34
kidney_bean_curry_rajmah_curry,143.73,5.95,16.38,5.77,5.83
sambar,96.92,3.35,10.57,4.38,3.52
besan_kadhi_with_pakodies,403.35,1.64,3.56,42.59,0.81
khatta_channa,202.57,6.3,21.14,10.56,5.26
sprouted_moong_dal_chat,32.47,1.35,6.01,0.32,1.35
potato_cauliflower_aloo_gobhi,106.18,1.9,5.99,8.13,3.02
potato_capsicum_shimla_mirch_aloo,125.53,1.41,8.72,9.33,2.02
cabbage_and_peas_pattagobhi_aur_matar,63.88,3.24,6.24,2.64,3.99
carrot_and_fenugreek_leaves_gajar_methi,61.92,2.1,4.17,3.81,4.43
potato_fenugreek_aloo_methi,135.15,2.25,8.47,10.04,2.93
brinjal_bhartha_baingan_ka_bhartha,65.12,1.38,4.4,4.48,3.27
dry_potato_sookhe_aloo,103.15,1.62,14.38,4.18,1.88
beans_with_coconut_nariyal_aur_semphali_beans_thoran,131.63,2.62,4.39,11.39,5.59
cauliflower_with_coconut_nariyal_ke_saath_phoolgobhi,132.11,2.64,3.99,11.56,5.27
carrot_and_cabbage_with_coconut_nariyal_ke_saath_pattagobhi_aur_gajar,106.61,1.82,4.99,8.62,4.52
raw_turnip_with_coconut,132.15,1.8,5.78,11.47,2.79
raw_papaya_with_coconut_papaya_thoran,132.75,1.54,5.58,11.42,4.31
stuffed_okra_bharwa_bhindi,94.34,2.08,3.85,7.66,4.15
stuffed_round_gourd_bharwa_tinde,72.8,1.1,4.02,5.75,2.1
stuffed_capsicum_bharwa_shimla_mirch,90.94,1.34,8.26,5.7,2.01
stuffed_brinjal_bharwa_baingan,93,1.53,3.96,7.73,4.09
stuffed_tomatoes_bharwa_tamatar,93.35,3.28,6.19,6.06,2.2
pea_potato_curry_aloo_matar,100.92,3.48,9.74,5.13,3.61
pea_paneer_curry_matar_paneer,134.83,6.61,9.29,7.75,3.3
pea_mushroom_curry_matar_mushroom,93.3,3.87,7.41,5.16,3.86
pea_curry_matar_ki_sabzi,102.99,4.51,9.2,5.11,4.44
pea_vadi_curry,101.95,4.64,8.9,5.08,4.28
paneer_curry,176.52,7.8,8.4,12.38,1.4
lotus_stem_curry_kamal_kakdi_curry,110.34,1.53,9.24,7.25,3.14
gravy_for_kofta,125.59,1.75,6.31,10.35,1.96
pea_kofta_curry_matar_kofta_curry,595.66,2.01,4.17,63.39,1.7
spinach_kofta_curry_palak_kofta_curry,571.78,1.09,3.56,61.49,0.92
paneer_kofta_curry,670.91,2.39,3.27,72.06,0.4
lotus_stem_kofta_curry_kamal_kakdi_kofta_curry,633.56,0.96,5.01,67.76,1.01
raw_banana_kofta_curry_kela_kofta_curry,627.27,0.62,3.4,67.98,0.59
cauliflower_kofta_curry_phoolgobhi_kofta_curry,641.1,1.04,2.62,69.62,1
cabbage_kofta_curry_pattagobhi_kofta_curry,639.81,0.98,2.87,69.4,0.9
ghiyalauki_kofta_curry,638.71,0.89,2.71,69.4,0.83
spinach_paneer_kofta_curry_palak_paneer_kofta_curry,606.03,1.43,2.94,65.41,0.75
vegetarian_egg_kofta_curry,627.41,1.33,4.26,67.24,0.64
baked_vegetables,88.99,3.67,8.44,4.44,2.34
cauliflower_musallam_phoolgobhi_musallam,58.83,1.89,4.48,3.55,3.06
baked_vegetables_with_spinach,77.79,3.22,6.93,4.03,2.33
baked_potato_with_skin,135.77,3.43,11.11,8.5,1.2
shepherds_pie_vegetarian,135.63,5.04,12.03,7.3,2.23
baked_brinjal_in_tomato_sauce,38.63,1.58,4.13,1.62,2.34
dum_aloo,682.33,0.7,3.33,74.01,0.68
spinach_paneer_palak_paneer,77.68,4.03,4.43,4.76,1.91
methi_chaman,475.62,1.54,2.78,50.91,0.53
sarson_ka_saag,87.84,3,5.33,5.86,3.69
jackfruit_sabzi_kathal_ki_sabzi,625.4,0.69,3.4,67.6,1.02
avial,124.56,2.46,8.47,8.94,5.44
al_yakhani,147.54,2.86,4.65,13.14,1.27
shahi_paneer,156.5,5.06,6.64,12.34,1.4
paneer_in_butter_sauce,145.61,6.99,9.7,8.81,1.5
methi_malai_paneer,194.98,7.34,8.15,14.76,1.47
chilli_paneer,777.51,2.1,3.31,84.01,0.5
paneer_makhana_korma,775.82,3.24,4.63,82.76,0.21
kadhai_paneer,107.99,4.33,7.34,6.81,2.07
roghan_josh,139.59,9.56,4.93,9.02,2.08
spinach_mutton_palak_mutton,80.32,5.74,3.45,4.71,2.23
pea_keema_curry_matar_keema_ki_sabzi,133,8.43,6.24,8.14,2.96
keema_kofta_curry,154.45,9.77,5.64,10.39,1.51
kashmiri_mutton_koftas_gushtaba,97.42,6.33,3.04,6.77,0.62
mutton_yakhni,104.13,8.27,0.84,7.7,0.67
chicken_yakhni,99,10.66,0.78,6.1,0.62
mutton_do_piaza,183.3,9.39,4.14,14.41,1.93
mutton_chops,663.64,4.03,1.48,71.31,0.17
shammi_kebab,685.69,4.52,3.54,72.61,1.05
scotch_egg,676.89,4.05,1.91,72.62,0.36
shepherds_pie_with_minced_meat,142.78,7.45,8.06,8.88,1.05
chicken_curry,129.22,11.79,3.38,7.57,1.41
tandoori_chicken,145.2,16.26,2.34,7.93,0.5
butter_chicken,137,10.92,3.74,8.7,1.32
chicken_kebab,729.41,3.71,1.11,78.89,0.21
chilli_chicken,198.83,9.57,2.86,16.56,0.99
fried_chicken_with_tomato_sauce_fried_chicken_tamatar_ki_chutney_kay_saath,125.03,11.48,2.51,7.61,1.13
fish_curry_machli_curry,111.13,8.76,3.77,6.69,1.89
fried_fish_indian_style_tali_hui_machli,658.54,4.35,5.4,68.88,0.61
fried_fish_and_chips_english_style_tali_hui_machli_aur_chips,651.75,3.36,2.77,69.69,0.29
tomato_fish,489.79,2.39,3.18,51.91,0.72
baked_fish_with_cheese_sauce,113.96,8.64,4.06,7.02,0.08
fish_tikka,117.33,16,3.91,4.15,1.18
tandoori_fish,95.98,11.19,2.37,4.64,0.58
paneer_apple_and_pineapple_salad,95.08,3.88,8.35,5.07,1.65
russian_salad,114.83,4.26,6.5,7.84,2.57
pasta_salad,190.36,4.15,12.7,13.92,0.96
deviled_egg,98.56,4.97,2.23,7.72,1.15
hawain_salad,175.23,4.27,14.35,11.37,3.93
mixed_pulse_and_vegetable_salad,83.12,4.74,13.96,0.84,2.96
sprouted_moong_salad,37.81,2.29,5.48,0.74,0.95
tossed_salad,62.96,1.02,4.95,4.22,2.15
mixed_vegetable_salad_with_curd_sauce,60.28,4.23,7.03,1.5,3.79
potato_salad_aloo_ka_salaad,89.91,1.4,11.19,4.4,1.32
waldroff_salad,141.75,1.47,11.02,10.05,1.87
coleslaw,76.71,1.24,5.59,5.32,2.34
fruit_salad_phalon_ka_salaad,78.14,0.91,15.96,1.22,1.58
tomato_onion_raita_tamatar_aur_pyaaz_ka_raita,59,3.74,7.08,1.84,0.97
peanut_raita_mungfali_ka_raita,150.39,8.59,9.3,8.98,1.89
sprouted_moong_raita,60.89,4.62,6.13,2.19,0.16
bottle_gourd_raita_ghiyalauki_ka_raita,56.31,3.98,5.76,2.07,0.85
cucumber_raita_kheere_ka_raita,59.13,4.04,6.35,2.08,0.86
carrot_and_spinach_raita_gajar_aur_palak_ka_raita,56.83,4,5.83,1.99,1.39
mint_raita_pudinay_ka_raita,77.59,5.64,7.65,2.96,0.34
potato_raita_aloo_ka_raita,75.38,4.22,10.24,2.04,0.75
boondi_raita,687.72,2.19,3.96,73.83,0.46
sweet_raita_meetha_raita,99.24,3.24,17.93,1.78,1.02
dahi_vadasdahi_bhalla,667.73,2.96,5.49,70.4,0.97
gunjia,667.34,2.98,5.68,70.28,1.13
saunthsonth_chutney_with_tamarindimli,141.53,1.01,33.55,0.15,0.93
rice_kheer_chawal_ki_kheer,75.03,2.3,10.05,2.97,0.17
makhana_kheer,107.85,3.31,12.88,5,0.11
vermicelli_kheer_semiyaseviyan_ki_kheer,120.07,3.35,15.87,5,0.5
semolina_kheer_sujirava_kheer,113.21,3.43,15.88,4.2,0.51
paneer_kheer,105.31,4.53,10.03,5.37,0.07
cabbage_kheer_pattagobhi_ki_kheer,83.51,2.87,9.73,3.8,0.51
carrot_kheer_gajar_ki_kheer,85.35,2.81,10.09,3.85,0.73
cauliflower_kheer_phoolgobhi_ki_kheer,81.95,3.04,8.78,3.95,0.55
moong_dal_kheer,77.16,2.95,9.89,2.97,0.4
phirni,116.12,3.49,16.11,4.34,0.36
semolina_halwa_suji_ka_halwa,225.65,2.16,24.67,13.38,1.86
shahi_suji_halwa,382.34,3.48,44.44,21.73,2.96
carrot_halwa_gajar_ka_halwa,172.64,3.11,18.53,9.73,2.65
egg_halwa_ande_ka_halwa,299.74,7.85,39.59,13.41,0.49
potato_halwa_aloo_ka_halwa,151.66,1.53,29.18,3.48,1.64
pumpkin_halwa_kaddu_ka_halwa,190.27,1.33,27.6,8.81,2.97
moong_dal_halwa,349.8,8.35,40.23,17.68,2.65
caramel_custard_steamed,121.58,4.97,15.02,4.87,0
baked_custard,106.53,5.41,9.45,5.3,0
soft_custard_stirred,109.18,5.01,11.19,5.07,0
